user_id,date,electricity_kwh
17,2024-01-31,120.47
17,2024-03-01,202.24
17,2024-03-31,142.61
17,2024-04-30,246.42
17,2024-05-30,88.3
17,2024-06-29,207.75
17,2024-07-29,223.34
17,2024-08-28,135.37
17,2024-09-27,213.07
17,2024-10-27,161.01
17,2024-11-26,201.24
18,2024-01-01,133.0
18,2024-01-31,102.95
18,2024-03-01,154.69
18,2024-03-31,83.17
18,2024-04-30,217.76
18,2024-05-30,187.47
18,2024-06-29,229.65
18,2024-07-29,208.4
18,2024-08-28,119.78
18,2024-09-27,164.34
18,2024-10-27,221.35
18,2024-11-26,233.11
19,2024-01-01,111.45
19,2024-01-31,181.59
19,2024-03-01,158.51
19,2024-03-31,164.99
19,2024-04-30,171.56
19,2024-05-30,219.59
19,2024-06-29,234.2
19,2024-07-29,131.1
19,2024-08-28,113.1
19,2024-09-27,190.16
19,2024-10-27,85.11
19,2024-11-26,111.21
20,2024-01-01,166.86
20,2024-01-31,110.88
20,2024-03-01,244.87
20,2024-03-31,85.27
20,2024-04-30,153.32
20,2024-05-30,229.79
20,2024-06-29,213.96
20,2024-07-29,166.08
20,2024-08-28,238.06
20,2024-09-27,221.77
20,2024-10-27,231.36
20,2024-11-26,217.86
21,2024-01-01,183.97
21,2024-01-31,228.05
21,2024-03-01,103.9
21,2024-03-31,150.67
21,2024-04-30,85.79
21,2024-05-30,232.32
21,2024-06-29,187.86
21,2024-07-29,177.91
21,2024-08-28,198.03
21,2024-09-27,110.57
21,2024-10-27,82.42
21,2024-11-26,239.34
22,2024-01-01,171.53
22,2024-01-31,246.54
22,2024-03-01,109.06
22,2024-03-31,110.24
22,2024-04-30,89.52
22,2024-05-30,222.76
22,2024-06-29,141.72
22,2024-07-29,183.77
22,2024-08-28,105.48
22,2024-09-27,164.15
22,2024-10-27,164.8
22,2024-11-26,178.26
23,2024-01-01,90.41
23,2024-01-31,175.08
23,2024-03-01,103.97
23,2024-03-31,103.61
23,2024-04-30,223.43
23,2024-05-30,218.19
23,2024-06-29,175.71
23,2024-07-29,230.43
23,2024-08-28,219.15
23,2024-09-27,140.25
23,2024-10-27,133.47
23,2024-11-26,183.85
24,2024-01-01,118.77
24,2024-01-31,168.56
24,2024-03-01,178.41
24,2024-03-31,158.3
24,2024-04-30,178.8
24,2024-05-30,146.72
24,2024-06-29,186.58
24,2024-07-29,185.26
24,2024-08-28,237.77
24,2024-09-27,184.84
24,2024-10-27,85.06
24,2024-11-26,201.72
25,2024-01-01,91.73
25,2024-01-31,87.91
25,2024-03-01,105.25
25,2024-03-31,169.94
25,2024-04-30,218.05
25,2024-05-30,101.65
25,2024-06-29,167.44
25,2024-07-29,196.73
25,2024-08-28,104.65
25,2024-09-27,147.79
25,2024-10-27,148.41
25,2024-11-26,131.14
26,2024-01-01,193.85
26,2024-01-31,243.9
26,2024-03-01,202.94
26,2024-03-31,241.61
26,2024-04-30,124.75
26,2024-05-30,189.14
26,2024-06-29,246.9
26,2024-07-29,108.81
26,2024-08-28,175.16
26,2024-09-27,217.37
26,2024-10-27,123.44
26,2024-11-26,99.78
27,2024-01-01,198.99
27,2024-01-31,222.22
27,2024-03-01,230.49
27,2024-03-31,134.81
27,2024-04-30,239.39
27,2024-05-30,184.98
27,2024-06-29,183.87
27,2024-07-29,195.44
27,2024-08-28,113.57
27,2024-09-27,116.93
27,2024-10-27,130.58
27,2024-11-26,109.27
28,2024-01-01,104.02
28,2024-01-31,98.84
28,2024-03-01,120.59
28,2024-03-31,235.54
28,2024-04-30,133.18
28,2024-05-30,98.28
28,2024-06-29,101.73
28,2024-07-29,155.0
28,2024-08-28,120.05
28,2024-09-27,102.18
28,2024-10-27,118.48
28,2024-11-26,188.96
29,2024-01-01,245.96
29,2024-01-31,179.6
29,2024-03-01,128.01
29,2024-03-31,217.56
29,2024-04-30,160.7
29,2024-05-30,128.24
29,2024-06-29,136.2
29,2024-07-29,175.56
29,2024-08-28,111.92
29,2024-09-27,154.24
29,2024-10-27,95.84
29,2024-11-26,210.21
30,2024-01-01,153.98
30,2024-01-31,248.04
30,2024-03-01,182.95
30,2024-03-31,219.23
30,2024-04-30,140.14
30,2024-05-30,169.12
30,2024-06-29,202.59
30,2024-07-29,106.32
30,2024-08-28,233.88
30,2024-09-27,174.88
30,2024-10-27,107.68
30,2024-11-26,226.81
31,2024-01-01,206.37
31,2024-01-31,217.98
31,2024-03-01,81.8
31,2024-03-31,148.61
31,2024-04-30,177.83
31,2024-05-30,198.65
31,2024-06-29,150.65
31,2024-07-29,180.77
31,2024-08-28,117.66
31,2024-09-27,223.0
31,2024-10-27,135.56
31,2024-11-26,89.49
32,2024-01-01,156.61
32,2024-01-31,246.31
32,2024-03-01,244.77
32,2024-03-31,153.31
32,2024-04-30,89.3
32,2024-05-30,163.17
32,2024-06-29,154.52
32,2024-07-29,239.4
32,2024-08-28,199.35
32,2024-09-27,238.23
32,2024-10-27,152.86
32,2024-11-26,201.5
33,2024-01-01,177.4
33,2024-01-31,220.57
33,2024-03-01,173.72
33,2024-03-31,240.69
33,2024-04-30,216.52
33,2024-05-30,104.7
33,2024-06-29,127.19
33,2024-07-29,242.56
33,2024-08-28,219.23
33,2024-09-27,98.71
33,2024-10-27,133.82
33,2024-11-26,224.43
34,2024-01-01,165.1
34,2024-01-31,178.57
34,2024-03-01,241.2
34,2024-03-31,207.69
34,2024-04-30,193.15
34,2024-05-30,170.37
34,2024-06-29,161.58
34,2024-07-29,115.48
34,2024-08-28,115.68
34,2024-09-27,165.74
34,2024-10-27,212.96
34,2024-11-26,157.84
35,2024-01-01,190.75
35,2024-01-31,127.85
35,2024-03-01,83.37
35,2024-03-31,205.73
35,2024-04-30,247.23
35,2024-05-30,189.07
35,2024-06-29,214.58
35,2024-07-29,173.35
35,2024-08-28,138.53
35,2024-09-27,89.76
35,2024-10-27,216.57
35,2024-11-26,120.15
36,2024-01-01,247.02
36,2024-01-31,217.96
36,2024-03-01,149.86
36,2024-03-31,107.81
36,2024-04-30,94.39
36,2024-05-30,194.86
36,2024-06-29,200.06
36,2024-07-29,231.58
36,2024-08-28,150.43
36,2024-09-27,169.35
36,2024-10-27,191.59
36,2024-11-26,135.51
37,2024-01-01,140.86
37,2024-01-31,201.33
37,2024-03-01,84.98
37,2024-03-31,172.47
37,2024-04-30,217.49
37,2024-05-30,114.7
37,2024-06-29,241.83
37,2024-07-29,248.91
37,2024-08-28,93.47
37,2024-09-27,106.32
37,2024-10-27,105.83
37,2024-11-26,176.88
38,2024-01-01,235.18
38,2024-01-31,165.92
38,2024-03-01,175.11
38,2024-03-31,121.76
38,2024-04-30,148.48
38,2024-05-30,91.29
38,2024-06-29,194.97
38,2024-07-29,229.38
38,2024-08-28,119.63
38,2024-09-27,197.72
38,2024-10-27,141.59
38,2024-11-26,104.44
39,2024-01-01,86.61
39,2024-01-31,121.69
39,2024-03-01,153.95
39,2024-03-31,99.86
39,2024-04-30,241.3
39,2024-05-30,91.57
39,2024-06-29,161.54
39,2024-07-29,198.28
39,2024-08-28,137.11
39,2024-09-27,246.84
39,2024-10-27,103.79
39,2024-11-26,154.11
40,2024-01-01,84.15
40,2024-01-31,247.67
40,2024-03-01,243.22
40,2024-03-31,233.2
40,2024-04-30,198.44
40,2024-05-30,152.27
40,2024-06-29,200.24
40,2024-07-29,194.37
40,2024-08-28,166.2
40,2024-09-27,119.58
40,2024-10-27,248.77
40,2024-11-26,179.04
41,2024-01-01,124.4
41,2024-01-31,85.55
41,2024-03-01,82.79
41,2024-03-31,90.18
41,2024-04-30,128.7
41,2024-05-30,141.77
41,2024-06-29,206.87
41,2024-07-29,119.12
41,2024-08-28,229.85
41,2024-09-27,164.77
41,2024-10-27,218.15
41,2024-11-26,246.81
42,2024-01-01,173.6
42,2024-01-31,85.6
42,2024-03-01,108.8
42,2024-03-31,238.01
42,2024-04-30,96.72
42,2024-05-30,207.06
42,2024-06-29,195.08
42,2024-07-29,80.73
42,2024-08-28,242.65
42,2024-09-27,113.3
42,2024-10-27,101.68
42,2024-11-26,197.08
43,2024-01-01,223.71
43,2024-01-31,121.55
43,2024-03-01,243.62
43,2024-03-31,216.47
43,2024-04-30,85.21
43,2024-05-30,80.33
43,2024-06-29,224.54
43,2024-07-29,101.56
43,2024-08-28,86.9
43,2024-09-27,165.52
43,2024-10-27,227.54
43,2024-11-26,244.48
44,2024-01-01,166.09
44,2024-01-31,214.1
44,2024-03-01,168.22
44,2024-03-31,91.47
44,2024-04-30,140.9
44,2024-05-30,164.63
44,2024-06-29,125.72
44,2024-07-29,157.17
44,2024-08-28,135.05
44,2024-09-27,128.63
44,2024-10-27,200.1
44,2024-11-26,249.56
45,2024-01-01,95.94
45,2024-01-31,199.37
45,2024-03-01,227.21
45,2024-03-31,196.38
45,2024-04-30,233.49
45,2024-05-30,115.83
45,2024-06-29,98.31
45,2024-07-29,171.36
45,2024-08-28,135.48
45,2024-09-27,125.44
45,2024-10-27,216.2
45,2024-11-26,154.8
46,2024-01-01,177.08
46,2024-01-31,183.67
46,2024-03-01,112.13
46,2024-03-31,86.67
46,2024-04-30,127.17
46,2024-05-30,117.01
46,2024-06-29,215.48
46,2024-07-29,157.88
46,2024-08-28,119.74
46,2024-09-27,142.37
46,2024-10-27,198.17
46,2024-11-26,147.74
47,2024-01-01,85.72
47,2024-01-31,87.18
47,2024-03-01,111.53
47,2024-03-31,132.43
47,2024-04-30,103.32
47,2024-05-30,169.83
47,2024-06-29,125.71
47,2024-07-29,115.9
47,2024-08-28,182.24
47,2024-09-27,99.19
47,2024-10-27,117.46
47,2024-11-26,218.18
48,2024-01-01,219.0
48,2024-01-31,151.03
48,2024-03-01,202.42
48,2024-03-31,168.05
48,2024-04-30,112.98
48,2024-05-30,97.88
48,2024-06-29,187.81
48,2024-07-29,101.71
48,2024-08-28,214.99
48,2024-09-27,93.06
48,2024-10-27,131.13
48,2024-11-26,188.92
49,2024-01-01,199.74
49,2024-01-31,173.36
49,2024-03-01,174.17
49,2024-03-31,185.81
49,2024-04-30,140.46
49,2024-05-30,198.95
49,2024-06-29,218.54
49,2024-07-29,211.26
49,2024-08-28,188.68
49,2024-09-27,209.55
49,2024-10-27,239.81
49,2024-11-26,115.96
50,2024-01-01,84.3
50,2024-01-31,162.49
50,2024-03-01,130.2
50,2024-03-31,195.76
50,2024-04-30,140.53
50,2024-05-30,209.71
50,2024-06-29,241.97
50,2024-07-29,121.73
50,2024-08-28,197.87
50,2024-09-27,171.89
50,2024-10-27,203.67
50,2024-11-26,235.78
51,2024-01-01,196.29
51,2024-01-31,136.11
51,2024-03-01,209.44
51,2024-03-31,192.89
51,2024-04-30,212.88
51,2024-05-30,82.99
51,2024-06-29,144.87
51,2024-07-29,211.33
51,2024-08-28,131.52
51,2024-09-27,95.11
51,2024-10-27,158.88
51,2024-11-26,101.24
52,2024-01-01,117.73
52,2024-01-31,168.69
52,2024-03-01,162.97
52,2024-03-31,119.31
52,2024-04-30,181.55
52,2024-05-30,171.66
52,2024-06-29,214.45
52,2024-07-29,172.53
52,2024-08-28,100.29
52,2024-09-27,187.46
52,2024-10-27,117.66
52,2024-11-26,226.75
53,2024-01-01,125.57
53,2024-01-31,126.67
53,2024-03-01,116.39
53,2024-03-31,237.68
53,2024-04-30,162.59
53,2024-05-30,146.4
53,2024-06-29,207.2
53,2024-07-29,237.38
53,2024-08-28,161.85
53,2024-09-27,227.22
53,2024-10-27,180.17
53,2024-11-26,202.95
54,2024-01-01,131.58
54,2024-01-31,203.06
54,2024-03-01,123.92
54,2024-03-31,240.37
54,2024-04-30,188.8
54,2024-05-30,91.34
54,2024-06-29,94.21
54,2024-07-29,137.81
54,2024-08-28,218.82
54,2024-09-27,95.04
54,2024-10-27,180.88
54,2024-11-26,215.92
55,2024-01-01,123.51
55,2024-01-31,241.85
55,2024-03-01,123.07
55,2024-03-31,103.63
55,2024-04-30,167.0
55,2024-05-30,82.95
55,2024-06-29,136.88
55,2024-07-29,111.24
55,2024-08-28,208.21
55,2024-09-27,230.18
55,2024-10-27,88.0
55,2024-11-26,83.89
56,2024-01-01,111.97
56,2024-01-31,94.51
56,2024-03-01,166.43
56,2024-03-31,228.17
56,2024-04-30,180.75
56,2024-05-30,242.08
56,2024-06-29,202.68
56,2024-07-29,208.01
56,2024-08-28,214.34
56,2024-09-27,147.51
56,2024-10-27,242.74
56,2024-11-26,124.75
57,2024-01-01,230.34
57,2024-01-31,101.47
57,2024-03-01,228.76
57,2024-03-31,208.77
57,2024-04-30,119.18
57,2024-05-30,92.97
57,2024-06-29,148.93
57,2024-07-29,121.75
57,2024-08-28,80.6
57,2024-09-27,240.41
57,2024-10-27,98.48
57,2024-11-26,220.8
58,2024-01-01,222.12
58,2024-01-31,224.25
58,2024-03-01,96.65
58,2024-03-31,113.11
58,2024-04-30,90.55
58,2024-05-30,145.9
58,2024-06-29,197.34
58,2024-07-29,152.43
58,2024-08-28,92.93
58,2024-09-27,116.21
58,2024-10-27,193.18
58,2024-11-26,201.46
59,2024-01-01,100.43
59,2024-01-31,86.95
59,2024-03-01,147.71
59,2024-03-31,233.57
59,2024-04-30,148.74
59,2024-05-30,206.41
59,2024-06-29,234.43
59,2024-07-29,100.74
59,2024-08-28,91.42
59,2024-09-27,130.63
59,2024-10-27,158.3
59,2024-11-26,151.25
60,2024-01-01,169.5
60,2024-01-31,137.82
60,2024-03-01,176.02
60,2024-03-31,139.51
60,2024-04-30,148.29
60,2024-05-30,131.56
60,2024-06-29,183.57
60,2024-07-29,246.52
60,2024-08-28,195.1
60,2024-09-27,190.51
60,2024-10-27,153.16
60,2024-11-26,114.25
61,2024-01-01,112.92
61,2024-01-31,175.2
61,2024-03-01,88.82
61,2024-03-31,80.84
61,2024-04-30,137.23
61,2024-05-30,147.4
61,2024-06-29,208.18
61,2024-07-29,183.01
61,2024-08-28,167.65
61,2024-09-27,218.01
61,2024-10-27,88.14
61,2024-11-26,88.65
62,2024-01-01,97.69
62,2024-01-31,87.66
62,2024-03-01,117.56
62,2024-03-31,102.88
62,2024-04-30,165.37
62,2024-05-30,172.62
62,2024-06-29,225.43
62,2024-07-29,114.24
62,2024-08-28,202.14
62,2024-09-27,206.21
62,2024-10-27,242.3
62,2024-11-26,145.09
63,2024-01-01,137.67
63,2024-01-31,199.63
63,2024-03-01,124.25
63,2024-03-31,136.79
63,2024-04-30,239.15
63,2024-05-30,242.16
63,2024-06-29,193.65
63,2024-07-29,180.49
63,2024-08-28,226.76
63,2024-09-27,117.05
63,2024-10-27,155.83
63,2024-11-26,219.79
64,2024-01-01,174.8
64,2024-01-31,149.01
64,2024-03-01,138.56
64,2024-03-31,218.94
64,2024-04-30,177.69
64,2024-05-30,224.04
64,2024-06-29,137.09
64,2024-07-29,101.02
64,2024-08-28,249.88
64,2024-09-27,242.96
64,2024-10-27,173.97
64,2024-11-26,100.77
65,2024-01-01,185.46
65,2024-01-31,107.0
65,2024-03-01,205.83
65,2024-03-31,149.81
65,2024-04-30,197.81
65,2024-05-30,133.42
65,2024-06-29,202.29
65,2024-07-29,157.27
65,2024-08-28,155.22
65,2024-09-27,158.84
65,2024-10-27,136.79
65,2024-11-26,159.77
66,2024-01-01,132.0
66,2024-01-31,110.95
66,2024-03-01,249.37
66,2024-03-31,82.71
66,2024-04-30,215.72
66,2024-05-30,166.81
66,2024-06-29,227.39
66,2024-07-29,205.33
66,2024-08-28,210.9
66,2024-09-27,172.64
66,2024-10-27,219.01
66,2024-11-26,163.09
67,2024-01-01,140.39
67,2024-01-31,188.78
67,2024-03-01,233.63
67,2024-03-31,119.61
67,2024-04-30,220.32
67,2024-05-30,159.21
67,2024-06-29,110.48
67,2024-07-29,129.02
67,2024-08-28,114.5
67,2024-09-27,81.53
67,2024-10-27,234.79
67,2024-11-26,102.9
68,2024-01-01,156.84
68,2024-01-31,143.05
68,2024-03-01,87.75
68,2024-03-31,196.51
68,2024-04-30,167.51
68,2024-05-30,193.24
68,2024-06-29,186.13
68,2024-07-29,177.68
68,2024-08-28,194.63
68,2024-09-27,213.2
68,2024-10-27,206.92
68,2024-11-26,118.58
69,2024-01-01,147.98
69,2024-01-31,88.33
69,2024-03-01,160.15
69,2024-03-31,175.72
69,2024-04-30,159.81
69,2024-05-30,241.13
69,2024-06-29,163.31
69,2024-07-29,138.95
69,2024-08-28,153.11
69,2024-09-27,136.74
69,2024-10-27,214.97
69,2024-11-26,211.84
70,2024-01-01,139.3
70,2024-01-31,113.28
70,2024-03-01,221.7
70,2024-03-31,218.96
70,2024-04-30,194.9
70,2024-05-30,155.24
70,2024-06-29,238.95
70,2024-07-29,237.65
70,2024-08-28,209.06
70,2024-09-27,150.3
70,2024-10-27,124.16
70,2024-11-26,102.29
71,2024-01-01,139.17
71,2024-01-31,199.8
71,2024-03-01,144.46
71,2024-03-31,199.83
71,2024-04-30,188.46
71,2024-05-30,103.64
71,2024-06-29,132.19
71,2024-07-29,166.92
71,2024-08-28,184.34
71,2024-09-27,164.64
71,2024-10-27,153.31
71,2024-11-26,165.85
72,2024-01-01,136.93
72,2024-01-31,213.83
72,2024-03-01,90.72
72,2024-03-31,203.22
72,2024-04-30,106.26
72,2024-05-30,85.99
72,2024-06-29,191.51
72,2024-07-29,195.21
72,2024-08-28,90.44
72,2024-09-27,116.53
72,2024-10-27,140.47
72,2024-11-26,190.11
73,2024-01-01,172.07
73,2024-01-31,88.81
73,2024-03-01,136.32
73,2024-03-31,82.41
73,2024-04-30,200.9
73,2024-05-30,216.25
73,2024-06-29,136.28
73,2024-07-29,104.22
73,2024-08-28,249.29
73,2024-09-27,129.63
73,2024-10-27,198.38
73,2024-11-26,186.35
74,2024-01-01,231.99
74,2024-01-31,247.92
74,2024-03-01,87.7
74,2024-03-31,243.47
74,2024-04-30,152.07
74,2024-05-30,248.16
74,2024-06-29,94.44
74,2024-07-29,194.53
74,2024-08-28,124.55
74,2024-09-27,118.57
74,2024-10-27,90.17
74,2024-11-26,227.5
75,2024-01-01,218.27
75,2024-01-31,116.01
75,2024-03-01,163.14
75,2024-03-31,169.69
75,2024-04-30,210.38
75,2024-05-30,156.05
75,2024-06-29,167.98
75,2024-07-29,148.69
75,2024-08-28,155.73
75,2024-09-27,176.25
75,2024-10-27,99.81
75,2024-11-26,151.72
76,2024-01-01,202.09
76,2024-01-31,169.85
76,2024-03-01,84.88
76,2024-03-31,96.34
76,2024-04-30,216.73
76,2024-05-30,156.17
76,2024-06-29,106.79
76,2024-07-29,137.91
76,2024-08-28,218.56
76,2024-09-27,159.12
76,2024-10-27,234.93
76,2024-11-26,155.91
77,2024-01-01,84.84
77,2024-01-31,163.05
77,2024-03-01,184.43
77,2024-03-31,206.52
77,2024-04-30,145.18
77,2024-05-30,132.32
77,2024-06-29,113.58
77,2024-07-29,144.28
77,2024-08-28,96.77
77,2024-09-27,97.25
77,2024-10-27,98.34
77,2024-11-26,110.77
78,2024-01-01,181.06
78,2024-01-31,179.12
78,2024-03-01,171.85
78,2024-03-31,123.2
78,2024-04-30,115.44
78,2024-05-30,126.99
78,2024-06-29,119.46
78,2024-07-29,178.99
78,2024-08-28,176.04
78,2024-09-27,154.47
78,2024-10-27,117.53
78,2024-11-26,195.08
79,2024-01-01,121.27
79,2024-01-31,222.47
79,2024-03-01,82.02
79,2024-03-31,121.4
79,2024-04-30,93.18
79,2024-05-30,226.58
79,2024-06-29,81.77
79,2024-07-29,151.08
79,2024-08-28,228.8
79,2024-09-27,192.15
79,2024-10-27,247.39
79,2024-11-26,83.69
80,2024-01-01,236.85
80,2024-01-31,144.26
80,2024-03-01,224.21
80,2024-03-31,126.09
80,2024-04-30,237.52
80,2024-05-30,149.35
80,2024-06-29,211.8
80,2024-07-29,213.22
80,2024-08-28,133.69
80,2024-09-27,234.38
80,2024-10-27,151.27
80,2024-11-26,213.7
81,2024-01-01,124.23
81,2024-01-31,218.89
81,2024-03-01,227.69
81,2024-03-31,233.96
81,2024-04-30,202.59
81,2024-05-30,236.23
81,2024-06-29,241.55
81,2024-07-29,159.71
81,2024-08-28,124.77
81,2024-09-27,189.52
81,2024-10-27,158.54
81,2024-11-26,83.26
82,2024-01-01,174.73
82,2024-01-31,86.64
82,2024-03-01,203.34
82,2024-03-31,138.96
82,2024-04-30,156.14
82,2024-05-30,221.39
82,2024-06-29,191.07
82,2024-07-29,96.92
82,2024-08-28,141.34
82,2024-09-27,195.79
82,2024-10-27,143.85
82,2024-11-26,133.98
83,2024-01-01,98.73
83,2024-01-31,130.08
83,2024-03-01,136.22
83,2024-03-31,201.68
83,2024-04-30,179.73
83,2024-05-30,95.2
83,2024-06-29,140.2
83,2024-07-29,194.07
83,2024-08-28,92.32
83,2024-09-27,167.3
83,2024-10-27,233.04
83,2024-11-26,127.41
84,2024-01-01,107.95
84,2024-01-31,108.16
84,2024-03-01,83.58
84,2024-03-31,160.76
84,2024-04-30,167.02
84,2024-05-30,246.24
84,2024-06-29,249.41
84,2024-07-29,186.55
84,2024-08-28,152.55
84,2024-09-27,154.16
84,2024-10-27,105.3
84,2024-11-26,150.65
85,2024-01-01,101.93
85,2024-01-31,193.07
85,2024-03-01,121.55
85,2024-03-31,89.32
85,2024-04-30,225.51
85,2024-05-30,139.85
85,2024-06-29,182.8
85,2024-07-29,111.25
85,2024-08-28,182.2
85,2024-09-27,109.74
85,2024-10-27,154.18
85,2024-11-26,173.75
86,2024-01-01,141.52
86,2024-01-31,186.26
86,2024-03-01,108.57
86,2024-03-31,206.94
86,2024-04-30,192.87
86,2024-05-30,89.18
86,2024-06-29,225.19
86,2024-07-29,246.0
86,2024-08-28,113.97
86,2024-09-27,234.72
86,2024-10-27,136.03
86,2024-11-26,179.04
87,2024-01-01,144.77
87,2024-01-31,97.62
87,2024-03-01,109.26
87,2024-03-31,191.52
87,2024-04-30,151.95
87,2024-05-30,200.2
87,2024-06-29,131.58
87,2024-07-29,110.88
87,2024-08-28,124.58
87,2024-09-27,142.09
87,2024-10-27,101.32
87,2024-11-26,113.9
88,2024-01-01,200.35
88,2024-01-31,208.56
88,2024-03-01,187.06
88,2024-03-31,99.11
88,2024-04-30,223.26
88,2024-05-30,102.87
88,2024-06-29,216.29
88,2024-07-29,135.34
88,2024-08-28,123.14
88,2024-09-27,175.83
88,2024-10-27,233.34
88,2024-11-26,118.88
89,2024-01-01,187.53
89,2024-01-31,81.02
89,2024-03-01,98.64
89,2024-03-31,167.98
89,2024-04-30,152.8
89,2024-05-30,95.27
89,2024-06-29,151.38
89,2024-07-29,83.78
89,2024-08-28,183.26
89,2024-09-27,189.42
89,2024-10-27,119.02
89,2024-11-26,247.86
90,2024-01-01,225.66
90,2024-01-31,219.66
90,2024-03-01,210.25
90,2024-03-31,93.9
90,2024-04-30,172.31
90,2024-05-30,165.47
